0,-47.58795377,0,0,90,0,0,17.58795377,0,0
0.030612245,-40.75573956,0,0,94.07678238,0,0,6.678957174,0,0
0.06122449,-33.45921268,0,0,97.79018377,0,0,-4.330971086,0,0
0.091836735,-25.68721267,0,0,101.0870065,0,0,-15.39979387,0,0
0.12244898,-17.44466403,0,0,103.9114571,0,0,-26.46679303,0,0
0.153061224,-8.756226974,0,0,106.2079183,0,0,-37.45169133,0,0
0.183673469,0.331947546,0,0,107.9248289,0,0,-48.2567764,0,0
0.214285714,9.753541106,0,0,109.0193355,0,0,-58.77287656,0,0
0.244897959,19.42703086,0,0,109.4619691,0,0,-68.88899996,0,0
0.275510204,29.26370198,0,0,109.2403008,0,0,-78.50400274,0,0
0.306122449,39.17693204,0,0,108.3605928,0,0,-87.5375248,0,0
0.336734694,49.09044301,0,0,106.8469585,0,0,-95.93740151,0,0
0.367346939,58.94370028,0,0,104.7382818,0,0,-103.6819821,0,0
0.397959184,68.69382038,0,0,102.0837588,0,0,-110.7775792,0,0
0.428571429,78.31451842,0,0,98.93813471,0,0,-117.2526531,0,0
0.459183673,87.79325148,0,0,95.3575094,0,0,-123.1507609,0,0
0.489795918,97.12772563,0,0,91.39618334,0,0,-128.523909,0,0
0.520408163,106.3225896,0,0,87.10463114,0,0,-133.4272207,0,0
0.551020408,115.3867283,0,0,82.52844704,0,0,-137.9151753,0,0
0.581632653,124.3312606,0,0,77.70800872,0,0,-142.0392693,0,0
0.612244898,133.1681729,0,0,72.67860864,0,0,-145.8467816,0,0
0.642857143,141.9094539,0,0,67.47085144,0,0,-149.3803053,0,0
0.673469388,150.5665923,0,0,62.11117505,0,0,-152.6777673,0,0
0.704081633,159.1503206,0,0,56.62240534,0,0,-155.772726,0,0
0.734693878,167.6705168,0,0,51.02429236,0,0,-158.6948092,0,0
0.765306122,176.1362023,0,0,45.33400207,0,0,-161.4702044,0,0
0.795918367,-175.4444041,0,0,39.56655386,0,0,195.8778503,0,0
0.826530612,-167.0638035,0,0,33.73520306,0,0,193.3286004,0,0
0.857142857,-158.7151202,0,0,27.85177299,0,0,190.8633472,0,0
0.887755102,-150.3920017,0,0,21.92694285,0,0,188.4650589,0,0
0.918367347,-142.0885191,0,0,15.970499,0,0,186.1180201,0,0
0.948979592,-133.7990705,0,0,9.991556941,0,0,183.8075136,0,0
0.979591837,-125.5182887,0,0,3.998760839,0,0,181.5195278,0,0
1.010204082,-118.8405383,0,0,1.99953272,0,0,176.8410056,0,0
1.040816327,-115.3554622,0,0,7.99508069,0,0,167.3603815,0,0
1.071428571,-111.846197,0,0,13.97958336,0,0,157.8666137,0,0
1.102040816,-108.2942221,0,0,19.94451224,0,0,148.3497098,0,0
1.132653061,-104.6803932,0,0,25.88093021,0,0,138.799463,0,0
1.163265306,-100.9846701,0,0,31.77929794,0,0,129.2053721,0,0
1.193877551,-97.18584048,0,0,37.62926015,0,0,119.5565803,0,0
1.224489796,-93.26124425,0,0,43.41940495,0,0,109.8418393,0,0
1.255102041,-89.1865062,0,0,49.13698889,0,0,100.0495173,0,0
1.285714286,-84.93529256,0,0,54.7676205,0,0,90.16767206,0,0
1.316326531,-80.47911655,0,0,60.29489519,0,0,80.18422136,0,0
1.346938776,-75.78723343,0,0,65.69997633,0,0,70.0872571,0,0
1.37755102,-70.82668514,0,0,70.96112104,0,0,59.86556409,0,0
1.408163265,-65.56258085,0,0,76.0531569,0,0,49.50942395,0,0
1.43877551,-59.95872941,0,0,80.94692918,0,0,39.01180024,0,0
1.469387755,-53.97876889,0,0,85.60876064,0,0,28.37000824,0,0
1.5,-47.58795377,0,0,90,0,0,17.58795377,0,0
